split,repeat,point,true_Strength,mu_Strength,sigma_uc_Strength,resid_Strength,true_Toughness,mu_Toughness,sigma_uc_Toughness,resid_Toughness,sigma_cal_Strength,sigma_cal_Toughness
6,1,68,37.61040536196327,28.587075760312405,7.245194206610165,9.023329601650861,22.542665474583867,17.03251939380715,4.9357077305395824,5.5101460807767175,5.871422993434669,3.8582661394854303
6,1,70,16.3011911471622,20.704706776083363,13.080059146340023,-4.403515628921163,15.553481880829267,11.60748841236231,4.579715886687081,3.9459934684669573,9.517221471868492,3.6586782059429757
6,1,71,26.760099448330866,26.173732591303615,12.077851238073839,0.5863668570272509,17.253243737433966,16.57417561057227,4.826250253817517,0.6790681268616972,8.89101193578275,3.796898465009214
6,1,75,63.28835250491195,69.10721592942596,7.743684441401499,-5.818863424514014,18.9934879839535,20.3135527749422,3.544771180170633,-1.3200647909886989,6.182894631302693,3.078433240022054
6,1,78,15.7585522977264,17.3635420964025,4.859015886127218,-1.604989798676101,16.120802777688827,13.940212828817025,2.5522118300268666,2.180589948871802,4.38046726781829,2.5219517558689604
6,1,83,71.7471677976817,70.183022184054,2.244004973388194,1.5641456136277014,11.460708975733725,13.89391825737857,1.566069562209897,-2.433209281644844,2.7465300807146624,1.9690680288642235
6,1,84,73.50397660327812,71.33515641664331,4.256360686557784,2.168820186634804,16.233276031999672,15.132007397445005,2.275734553197037,1.1012686345546676,4.003910238254517,2.366943911428641
6,1,85,74.59685990483652,71.63209580168075,4.243039271952942,2.9647641031557725,20.950188488929776,17.127623653320267,3.0966165801855814,3.8225648356095085,3.9955866191821676,2.827173970847274
6,1,93,68.1554204717836,68.70125409827673,2.777499197828387,-0.5458336264931347,9.81690258819314,12.312736629182632,0.968081827744745,-2.495834040989493,3.079873260343999,1.6338043472190762
6,1,106,61.0428787454959,68.20552096923245,3.0640114852332725,-7.162642223736555,11.43990210389649,11.678124975615777,1.0565957268242974,-0.23822287171928735,3.25889472395335,1.6834299398053856
7,1,12,61.933831883918,48.00084713084376,16.847065568536433,13.932984753074244,2.7615194056182433,11.100860537996425,4.976782302611237,-8.339341132378182,11.87095997724167,3.8812947259614705
7,1,17,99.8683907227732,94.22699852781571,14.418465402465559,5.64139219495749,6.0320034789695995,7.003361892129161,5.296797249841127,-0.9713584131595612,10.353497811168765,4.060712100610019
