kappa,L0Bar,L0Y,mu_Strength,sigma_uc_Strength,sigma_cal_Strength,mu_Toughness,sigma_uc_Toughness,sigma_cal_Toughness,p_Bar_dominant,p_Balanced,p_Y_dominant,p_Expanded,type,type_name,feasible,lcb_Strength,lcb_Toughness
1.0,1.08,2.060000000000001,94.60859444440342,13.367807613168685,9.697015337428672,8.382325133330095,3.8547140228211405,3.2522036579379208,0.08422756521713899,0.006072003374281545,0.823334822432011,0.08636560897656849,3,Y-dominant,True,84.91157910697476,5.1301214753921744
1.0,1.0,2.000000000000001,96.57023047320502,15.315423874547731,10.913944345324003,8.412206426678967,4.75076969188386,3.7545800533963796,0.08049586185122255,0.006830419548170751,0.7993826672957299,0.11329105130487672,3,Y-dominant,True,85.65628612788102,4.6576263732825876
1.0,1.06,2.040000000000001,94.49403259716766,14.40190053110712,10.343147583114154,8.739830366139552,4.038307910199982,3.3551361414364798,0.0832158334615194,0.006083702427281159,0.8224467644788499,0.0882536996323496,3,Y-dominant,True,84.1508850140535,5.384694224703072
1.0,1.2000000000000002,2.160000000000001,87.10310230488898,7.862161366806911,6.256922564911138,8.837311624611953,3.0975761995233517,2.827711984411125,0.08800395280019682,0.006649092401201695,0.799661495007323,0.10568545979127848,3,Y-dominant,True,80.84617973997784,6.009599640200828
1.0,1.04,2.020000000000001,94.23254731236327,15.291798398473988,10.89918243984519,9.176438253322797,4.394612532596687,3.554899435241739,0.08215314267344132,0.006159882472917083,0.8195336960065146,0.092153278847127,3,Y-dominant,True,83.33336487251808,5.621538818081058
1.0,1.1800000000000002,2.140000000000001,87.8667998240843,9.246459498637254,7.1218735234777135,9.226060985506438,3.520455857564493,3.064800778840195,0.08711847375379356,0.006312876543954442,0.8060834909991724,0.10048515870307961,3,Y-dominant,True,80.74492630060658,6.161260206666243
1.0,1.1600000000000001,2.120000000000001,88.4937172201585,10.88673464030906,8.146766589125393,9.553073474104288,3.7735276520944967,3.2066862668938265,0.08650352710499429,0.006061664492616622,0.8142415535208198,0.09319325488156921,3,Y-dominant,True,80.34695063103311,6.346387207210461
1.0,1.02,2.000000000000001,93.75916427407753,16.337895291679402,11.552815129022607,9.669212082609238,4.826431249003562,3.796999940522734,0.08108425068340293,0.0063067971391227015,0.8148461219398943,0.09776283023758012,3,Y-dominant,True,82.20634914505493,5.8722121420865045
1.0,1.1400000000000001,2.100000000000001,89.06707316027696,12.259294670957246,9.004383230296169,9.821186135528766,3.828305929410948,3.2373978783012385,0.08597866921418969,0.005881074738970509,0.8224358508464478,0.08570440520039202,3,Y-dominant,True,80.06268992998079,6.5837882572275275
1.0,1.12,2.080000000000001,89.51686016231481,13.40610860309098,9.720946943768078,10.073456309442728,3.81451388181915,3.2296653239584856,0.08537280904903004,0.00575905602170078,0.8289263755588201,0.0799417593704491,3,Y-dominant,True,79.79591321854673,6.843790985484242
